"","Species","Mass_g","litter_or_clutch_size_n","litters_or_clutches_per_y","longevity_y","female_maturity_d","gestation_d","weaning_d","Binomial","GBIF_ID"
"3631","Pteropus melanotus",418.05,1,1,-999,210.45,156.43,-999,"Pteropus_melanotus","5218681"
"3632","Pteropus molossinus",121.37,1,-999,-999,-999,-999,-999,"Pteropus_molossinus","5218689"
"3633","Pteropus neohibernicus",1017.37,1,-999,9.9,-999,-999,-999,"Pteropus_neohibernicus","5218671"
"3634","Pteropus niger",465.365,1,-999,19.39166667,-999,-999,-999,"Pteropus_niger","5218652"
"3635","Pteropus nitendiensis",275.56,-999,-999,-999,-999,-999,-999,"Pteropus_nitendiensis","5218643"
"3636","Pteropus ocularis",228.76,-999,-999,-999,-999,-999,-999,"Pteropus_ocularis","5218693"
"3637","Pteropus ornatus",336.25,0.98,1,10.31666667,755.15,187.72,-999,"Pteropus_ornatus","5218684"
"3638","Pteropus pelewensis",326.195,-999,-999,-999,-999,-999,-999,"Pteropus_pelewensis","5706984"
"3639","Pteropus personatus",130.84,-999,-999,-999,-999,-999,-999,"Pteropus_personatus","5218674"
"3640","Pteropus pilosus",441.09,-999,-999,-999,-999,-999,-999,"Pteropus_pilosus","5218669"
"3641","Pteropus pohlei",352.75,-999,-999,-999,-999,-999,-999,"Pteropus_pohlei","5218663"
"3642","Pteropus poliocephalus",675,1,1,23.57083333,538.06,187.72,120,"Pteropus_poliocephalus","5218655"
"3643","Pteropus pselaphon",321.49,0.98,-999,16.66666667,-999,-999,-999,"Pteropus_pselaphon","5218646"
"3644","Pteropus pumilus",194.2,-999,2,17.16666667,-999,-999,-999,"Pteropus_pumilus","5218696"
"3645","Pteropus rayneri",661.28,0.99,-999,-999,-999,-999,181.36,"Pteropus_rayneri","5218688"
"3646","Pteropus rennelli",661.28,0.99,-999,-999,-999,-999,181.36,"Pteropus_rennelli","5707082"
"3647","Pteropus rodricensis",303.085,1,1,28.225,755.15,198,149.74,"Pteropus_rodricensis","5218645"
"3648","Pteropus rufus",776.345,1,-999,8.608333333,-999,-999,-999,"Pteropus_rufus","7697909"
"3649","Pteropus samoensis",309.99,1,1,-999,-999,-999,162.92,"Pteropus_samoensis","5218659"
"3650","Pteropus scapulatus",362,1,-999,15.75833333,553.18,-999,133.76,"Pteropus_scapulatus","5218649"
"3651","Pteropus seychellensis",492.2,1,1,9.9,-999,156.43,-999,"Pteropus_seychellensis","5218700"
"3652","Pteropus speciosus",234.85,-999,-999,-999,-999,-999,-999,"Pteropus_speciosus","5218691"
"3653","Pteropus subniger",127.15,-999,-999,-999,-999,-999,-999,"Pteropus_subniger","5218682"
"3654","Pteropus tokudae",153.7,1,-999,-999,-999,-999,-999,"Pteropus_tokudae","5218650"
"3655","Pteropus tonganus",510.045,1,-999,7.066666667,-999,167.29,143.2,"Pteropus_tonganus","5218673"
"3656","Pteropus tuberculatus",226.64,-999,-999,-999,-999,-999,-999,"Pteropus_tuberculatus","5218653"
"3657","Pteropus ualanus",458.58,-999,-999,-999,-999,-999,-999,"Pteropus_ualanus","5707023"
"3658","Pteropus vampyrus",944.685,1,1,18.46666667,-999,-999,91.32,"Pteropus_vampyrus","5218644"
"3659","Pteropus vetulus",151.54,-999,-999,-999,-999,-999,-999,"Pteropus_vetulus","5218685"
"3660","Pteropus voeltzkowi",542.4,1,1,10.23333333,-999,152.08,143.2,"Pteropus_voeltzkowi","5218675"
"3661","Pteropus woodfordi",122.67,1,-999,-999,-999,-999,-999,"Pteropus_woodfordi","5218664"
"3662","Pteropus yapensis",374.08,-999,-999,-999,-999,-999,-999,"Pteropus_yapensis","5707035"
"3663","Ptilocercus lowii",42.5,2,-999,2.7,-999,50,-999,"Ptilocercus_lowii","2436257"
"3664","Pudu mephistophiles",9674.98,1,-999,10,-999,-999,-999,"Pudu_mephistophiles","2440912"
"3665","Pudu puda",9642.62,1.03,-999,15.10833333,229.14,205.74736,60.872,"Pudu_puda","2440911"
"3666","Puma concolor",48000,2.76,0.47,21.85416667,912,92.3,90,"Puma_concolor","2435099"
"3667","Puma yagouaroundi",7000,2.34,2,16.775,803.5104,73,-999,"Puma_yagouaroundi","2435146"
"3668","Punomys lemminus",84.8,1.94,-999,-999,-999,-999,-999,"Punomys_lemminus","2438863"
"3669","Pusa caspica",86658.33,1,1,43.5,1526.85,288.95,30.74,"Pusa_caspica","9816634"
"3670","Pusa hispida",88070,1,1,43,2191.5,251,48.6976,"Pusa_hispida","5219369"
"3671","Pusa sibirica",89499.99,1.01,1,56,2129,275.777,67.055,"Pusa_sibirica","5219368"
"3672","Pygathrix cinerea",9875,1,1.005,25,1460,182.88,330,"Pygathrix_cinerea","4267165"
"3673","Pygathrix nemaeus",9875,1,1.005,25,1460,182.88,330,"Pygathrix_nemaeus","2436529"
"3674","Pygathrix nigripes",10104.16,1,1.005,25,1460,182.88,330,"Pygathrix_nigripes","4267166"
"3675","Pygeretmus pumilio",52.285,3.175,1.75,0.25,157.65848,27.75056,-999,"Pygeretmus_pumilio","2439433"
"3676","Pygoderma bilabiatum",18,0.99,1,-999,-999,-999,-999,"Pygoderma_bilabiatum","2433255"
"3677","Rangifer tarandus",101250,1.1,1,20.2,695.16674,222.5,120,"Rangifer_tarandus","5220114"
"3678","Raphicerus campestris",11333.33,1,1.42,9.316666667,233.81,198.74708,91,"Raphicerus_campestris","2441141"
"3679","Raphicerus melanotis",10503.14,-999,-999,10.825,-999,-999,-999,"Raphicerus_melanotis","2441142"
"3680","Raphicerus sharpei",9396.9,1,-999,14,-999,212.91,-999,"Raphicerus_sharpei","2441140"
"3681","Rattus andamanensis",197.97,6.625,4.28,4.2,102.645,22.26132,26.08748,"Rattus_andamanensis","4264920"
"3682","Rattus annandalei",197.49,-999,-999,-999,-999,-999,-999,"Rattus_annandalei","2439227"
"3683","Rattus arfakiensis",73.67,-999,-999,-999,-999,-999,-999,"Rattus_arfakiensis","4264916"
"3684","Rattus argentiventer",200,6.94,4.29,4.2,90,22,26.08748,"Rattus_argentiventer","2439275"
"3685","Rattus arrogans",56.385,2.15,-999,-999,-999,-999,-999,"Rattus_arrogans","4264912"
"3686","Rattus baluensis",107.5,-999,-999,-999,-999,-999,-999,"Rattus_baluensis","2439265"
"3687","Rattus blangorum",142.68,5.88,4.28,4.2,102.645,22.26132,26.08748,"Rattus_blangorum","4264908"
"3688","Rattus colletti",151.99,5.995,4,1.5,60.872,21.90196,-999,"Rattus_colletti","2439239"
"3689","Rattus elaphinus",131.35,-999,-999,-999,-999,-999,-999,"Rattus_elaphinus","2439230"
"3690","Rattus everetti",253.53,-999,-999,-999,-999,-999,-999,"Rattus_everetti","2439268"
"3691","Rattus exulans",60.315,3.665,3.635,3.908333333,90.79444,21.77914,25.87004,"Rattus_exulans","2439244"
"3692","Rattus feliceus",200.89,3.475,-999,-999,107.18942,22.827,25.26188,"Rattus_feliceus","2439251"
"3693","Rattus fuscipes",127.29,4.58,3.3,3.416666667,106.83036,26,29.52292,"Rattus_fuscipes","2439233"
"3694","Rattus giluwensis",101.11,-999,-999,-999,-999,-999,-999,"Rattus_giluwensis","2439224"
"3695","Rattus jobiensis",200.89,3.475,-999,-999,107.18942,22.827,25.26188,"Rattus_jobiensis","2439246"
"3696","Rattus korinchi",107.5,-999,-999,-999,-999,-999,-999,"Rattus_korinchi","2439228"
"3697","Rattus leucopus",162.445,3.475,-999,-999,107.18942,22.827,25.26188,"Rattus_leucopus","2439266"
"3698","Rattus losea",104.63,-999,-999,-999,-999,-999,-999,"Rattus_losea","2439258"
"3699","Rattus lugens",200,5.95,4.28,4.2,102.645,22.26132,26.08748,"Rattus_lugens","2439250"
"3700","Rattus lutreolus",112,4.91,2.53,3.408333333,79,26.78368,25,"Rattus_lutreolus","2439240"
"3701","Rattus mindorensis",197.97,6.4,-999,-999,-999,-999,-999,"Rattus_mindorensis","2439269"
"3702","Rattus mordax",200.89,3.45,-999,-999,107.18942,22.827,25.26188,"Rattus_mordax","2439243"
"3703","Rattus morotaiensis",148.25,-999,-999,-999,-999,-999,-999,"Rattus_morotaiensis","2439225"
"3704","Rattus niobe",45.07,2.15,-999,-999,-999,-999,-999,"Rattus_niobe","4264915"
"3705","Rattus nitidus",100.02,3.09,-999,-999,-999,-999,-999,"Rattus_nitidus","2439234"
"3706","Rattus norvegicus",280,8.855,3.68,5,78.78396,21.60956,25,"Rattus_norvegicus","2439261"
"3707","Rattus novaeguineae",133,5.37,-999,-999,-999,-999,-999,"Rattus_novaeguineae","2439264"
"3708","Rattus omichlodes",70.02,-999,-999,-999,-999,-999,-999,"Rattus_omichlodes","4264917"
"3709","Rattus pococki",54.77,2.15,-999,-999,-999,-999,-999,"Rattus_pococki","4264909"
"3710","Rattus praetor",194.43,3.5,-999,-999,107.18942,22.827,25.26188,"Rattus_praetor","2439229"
"3711","Rattus rattus",200,5.95,4.28,4.2,102.645,22.26132,26.08748,"Rattus_rattus","2439270"
"3712","Rattus richardsoni",64.29,2.15,-999,-999,-999,-999,-999,"Rattus_richardsoni","4264914"
"3713","Rattus sanila",200.89,3.45,-999,-999,107.18942,22.827,25.26188,"Rattus_sanila","2439267"
"3714","Rattus satarae",200,5.95,4.28,4.2,102.645,22.26132,26.08748,"Rattus_satarae","4264919"
"3715","Rattus simalurensis",142.68,5.88,4.28,4.2,102.645,22.26132,26.08748,"Rattus_simalurensis","2439241"
"3716","Rattus sordidus",157.5,5.995,4,-999,57.14126,21.90196,-999,"Rattus_sordidus","2439232"
"3717","Rattus steini",153.085,3.575,-999,-999,107.18942,22.827,25.26188,"Rattus_steini","2439279"
"3718","Rattus tanezumi",171.34,5.95,4.28,4.2,102.645,22.26132,26.08748,"Rattus_tanezumi","2439262"
"3719","Rattus tawitawiensis",197.97,-999,-999,-999,-999,-999,-999,"Rattus_tawitawiensis","2439253"
"3720","Rattus tiomanicus",142.68,5.88,4.28,4.2,102.645,22.26132,26.08748,"Rattus_tiomanicus","2439235"
"3721","Rattus tunneyi",141.395,5.545,-999,1,97.95032,22.10196,22.827,"Rattus_tunneyi","2439226"
"3722","Rattus vandeuseni",67.24,2.15,-999,-999,-999,-999,-999,"Rattus_vandeuseni","4264913"
"3723","Rattus verecundus",97.02,2.15,-999,-999,-999,23.72,19.5,"Rattus_verecundus","4264910"
"3724","Rattus villosissimus",193.5,5.995,4,-999,63.00252,21.90196,-999,"Rattus_villosissimus","2439256"
"3725","Ratufa affinis",1155.82,-999,-999,9.65,-999,-999,-999,"Ratufa_affinis","2437564"
"3726","Ratufa bicolor",2000,1.65,2,19,1078.4781,31.7289,51.6,"Ratufa_bicolor","2437566"
"3727","Ratufa indica",1060,1,-999,20,-999,83.699,-999,"Ratufa_indica","2437565"
"3728","Ratufa macroura",801.85,3.33,1.5,9.816666667,420.91,30,62.995,"Ratufa_macroura","2437563"
"3729","Redunca arundinum",58000,1,1.27,16.73333333,-999,222.79152,-999,"Redunca_arundinum","2441037"
"3730","Redunca fulvorufula",30000,1,1.1,12.33,388,222.99,82.12,"Redunca_fulvorufula","2441036"
"3731","Redunca redunca",41644.475,1,-999,18,3652.32,228.195,-999,"Redunca_redunca","2441038"
"3732","Reithrodon auritus",75.45,4.515,-999,5.5,60.94,-999,-999,"Reithrodon_auritus","2438374"
"3733","Reithrodon typicus",75.45,4.515,-999,5.5,60.94,-999,-999,"Reithrodon_typicus","4265080"
"3734","Reithrodontomys brevirostris",12.9,3.4,-999,-999,-999,-999,-999,"Reithrodontomys_brevirostris","2437868"
"3735","Reithrodontomys burti",20,-999,-999,-999,-999,-999,-999,"Reithrodontomys_burti","2437858"
"3736","Reithrodontomys chrysopsis",19,3.4,-999,-999,-999,-999,-999,"Reithrodontomys_chrysopsis","2437869"
"3737","Reithrodontomys creper",22.8,2.21,-999,-999,-999,-999,-999,"Reithrodontomys_creper","2437859"
"3738","Reithrodontomys darienensis",12.99,3.88,-999,-999,-999,-999,-999,"Reithrodontomys_darienensis","2437870"
"3739","Reithrodontomys fulvescens",12.5,3.1,2,1.75,-999,-999,14.52464,"Reithrodontomys_fulvescens","2437864"
"3740","Reithrodontomys gracilis",14.09,3.01,-999,-999,-999,-999,-999,"Reithrodontomys_gracilis","2437855"
"3741","Reithrodontomys hirsutus",20,3.88,-999,-999,-999,-999,-999,"Reithrodontomys_hirsutus","2437860"
"3742","Reithrodontomys humulis",9.275,2.945,3.65,2.245416667,74.67492,22.0435,22.02568,"Reithrodontomys_humulis","2437865"
"3743","Reithrodontomys megalotis",10.72,3.75,4.5,2.5375,97.46954,23.31568,20.6526,"Reithrodontomys_megalotis","2437874"
"3744","Reithrodontomys mexicanus",15.71,2.91,-999,-999,-999,-999,-999,"Reithrodontomys_mexicanus","2437871"
"3745","Reithrodontomys microdon",20,-999,-999,-999,-999,-999,-999,"Reithrodontomys_microdon","2437856"
"3746","Reithrodontomys montanus",9.95,4.04,-999,-999,68.37128,21.76132,14.45682,"Reithrodontomys_montanus","2437866"
"3747","Reithrodontomys paradoxus",11.72,-999,-999,-999,-999,-999,-999,"Reithrodontomys_paradoxus","2437861"
"3748","Reithrodontomys raviventris",11,3.865,1.25,2.583333333,-999,22.5,-999,"Reithrodontomys_raviventris","2437867"
"3749","Reithrodontomys spectabilis",20.19,-999,-999,-999,-999,-999,-999,"Reithrodontomys_spectabilis","2437862"
"3750","Reithrodontomys sumichrasti",19,3.49,-999,-999,-999,-999,-999,"Reithrodontomys_sumichrasti","2437872"
"3751","Reithrodontomys tenuirostris",20,-999,-999,-999,-999,-999,-999,"Reithrodontomys_tenuirostris","2437863"
"3752","Reithrodontomys zacatecae",10.72,3.75,4.5,2.5375,97.46954,23.31568,20.6526,"Reithrodontomys_zacatecae","2437873"
"3753","Rhabdomys dilectus",45.865,6,4,2.916666667,54.17608,25.26188,14,"Rhabdomys_dilectus","4264832"
"3754","Rhabdomys pumilio",45.865,6,4,2.916666667,54.17608,25.26188,14,"Rhabdomys_pumilio","2438736"
"3755","Rhagomys rufescens",21.2,-999,-999,-999,-999,-999,-999,"Rhagomys_rufescens","2439151"
"3756","Rheithrosciurus macrotis",1353.27,-999,-999,-999,-999,-999,-999,"Rheithrosciurus_macrotis","2437225"
"3757","Rheomys mexicanus",40,-999,-999,-999,-999,-999,-999,"Rheomys_mexicanus","2439349"
"3758","Rheomys raptor",38,0.97,-999,-999,-999,-999,-999,"Rheomys_raptor","2439348"
"3759","Rheomys thomasi",40,0.97,-999,-999,-999,-999,-999,"Rheomys_thomasi","2439346"
"3760","Rhinoceros sondaicus",1750000,1,0.32,22.20833333,1278.312,494.427,528.529,"Rhinoceros_sondaicus","5220112"
"3761","Rhinoceros unicornis",1600000,1,0.3,46,2069.22,479,456,"Rhinoceros_unicornis","5220113"
"3762","Rhinolophus acuminatus",12.1,1,-999,-999,-999,-999,-999,"Rhinolophus_acuminatus","2432626"
"3763","Rhinolophus adami",17.41,-999,-999,-999,-999,-999,-999,"Rhinolophus_adami","2432661"
"3764","Rhinolophus affinis",13.7,0.99,2,-999,-999,-999,-999,"Rhinolophus_affinis","2432641"
"3765","Rhinolophus alcyone",18.62,0.98,-999,-999,-999,-999,-999,"Rhinolophus_alcyone","2432630"
"3766","Rhinolophus arcuatus",8.98,-999,-999,-999,-999,-999,-999,"Rhinolophus_arcuatus","2432676"
"3767","Rhinolophus beddomei",31.925,0.99,-999,-999,-999,-999,-999,"Rhinolophus_beddomei","7261961"
"3768","Rhinolophus blasii",11.145,1,1,6.5,730.5,70.12,28,"Rhinolophus_blasii","2432666"
"3769","Rhinolophus bocharicus",15.05,-999,-999,-999,-999,-999,-999,"Rhinolophus_bocharicus","4266846"
"3770","Rhinolophus borneensis",9.5,-999,-999,-999,-999,-999,-999,"Rhinolophus_borneensis","2432654"
"3771","Rhinolophus canuti",17.43,-999,-999,-999,-999,-999,-999,"Rhinolophus_canuti","2432644"
"3772","Rhinolophus capensis",16.5,0.995,1,5.5,380.74,107.97,56,"Rhinolophus_capensis","2432633"
"3773","Rhinolophus celebensis",9.8,-999,-999,-999,-999,-999,-999,"Rhinolophus_celebensis","2432613"
"3774","Rhinolophus coelophyllus",7.07,-999,-999,-999,-999,-999,-999,"Rhinolophus_coelophyllus","2432647"
"3775","Rhinolophus cognatus",9.4,-999,-999,-999,-999,-999,-999,"Rhinolophus_cognatus","2432637"
"3776","Rhinolophus cornutus",7.27,1,-999,-999,-999,-999,41.85,"Rhinolophus_cornutus","2432627"
"3777","Rhinolophus creaghi",16.92,-999,-999,-999,-999,-999,-999,"Rhinolophus_creaghi","2432617"
"3778","Rhinolophus darlingi",8.94,1.96,-999,-999,-999,-999,-999,"Rhinolophus_darlingi","2432673"
"3779","Rhinolophus deckenii",20.09,-999,-999,-999,-999,-999,-999,"Rhinolophus_deckenii","2432662"
"3780","Rhinolophus denti",6.15,1,1,20,-999,-999,-999,"Rhinolophus_denti","2432651"
"3781","Rhinolophus eloquens",16.12,0.99,1,-999,-999,92.54,60.41,"Rhinolophus_eloquens","2432631"
"3782","Rhinolophus euryale",8.725,1,1,7,821,90,68.08,"Rhinolophus_euryale","2432621"
"3783","Rhinolophus euryotis",14.3,-999,-999,-999,-999,-999,-999,"Rhinolophus_euryotis","2432677"
"3784","Rhinolophus ferrumequinum",22.875,0.99,1,30,778.845,85.62,52.935,"Rhinolophus_ferrumequinum","2432655"
"3785","Rhinolophus formosae",34.07,0.99,-999,-999,-999,-999,-999,"Rhinolophus_formosae","4266770"
"3786","Rhinolophus fumigatus",13.09,0.99,1,-999,-999,92.54,60.41,"Rhinolophus_fumigatus","2432645"
"3787","Rhinolophus guineensis",12.195,0.99,-999,-999,-999,119.61,60.41,"Rhinolophus_guineensis","2432634"
"3788","Rhinolophus hildebrandtii",25.99,0.99,1,-999,-999,92.54,-999,"Rhinolophus_hildebrandtii","4266709"
"3789","Rhinolophus hilli",24.72,0.98,-999,-999,-999,-999,-999,"Rhinolophus_hilli","4266704"
"3790","Rhinolophus hipposideros",4.585,1,1,21,473.63,71.255,34.1,"Rhinolophus_hipposideros","2432614"
"3791","Rhinolophus imaizumii",10.82,-999,-999,-999,-999,-999,-999,"Rhinolophus_imaizumii","2432670"
"3792","Rhinolophus inops",13.65,1,1,6.5,-999,-999,-999,"Rhinolophus_inops","2432648"
"3793","Rhinolophus keyensis",6.26,1,-999,-999,-999,-999,-999,"Rhinolophus_keyensis","2432638"
"3794","Rhinolophus landeri",9.39,0.99,-999,-999,-999,119.61,60.41,"Rhinolophus_landeri","2432628"
"3795","Rhinolophus lepidus",5.46,1,-999,-999,-999,-999,-999,"Rhinolophus_lepidus","2432618"
"3796","Rhinolophus luctus",34.07,0.99,-999,-999,-999,-999,-999,"Rhinolophus_luctus","2432674"
"3797","Rhinolophus maclaudi",35.84,0.98,-999,-999,-999,-999,-999,"Rhinolophus_maclaudi","2432663"
"3798","Rhinolophus macrotis",6.18,0.98,-999,-999,-999,-999,-999,"Rhinolophus_macrotis","2432652"
"3799","Rhinolophus madurensis",9.8,-999,-999,-999,-999,-999,-999,"Rhinolophus_madurensis","4266773"
"3800","Rhinolophus malayanus",6.73,-999,-999,-999,-999,-999,-999,"Rhinolophus_malayanus","2432642"
"3801","Rhinolophus marshalli",5.02,-999,-999,-999,-999,-999,-999,"Rhinolophus_marshalli","2432632"
"3802","Rhinolophus megaphyllus",8.65,1,1,7.5,730.5,125.14,56.61,"Rhinolophus_megaphyllus","2432622"
"3803","Rhinolophus mehelyi",14.03,2,1,-999,-999,-999,-999,"Rhinolophus_mehelyi","2432667"
"3804","Rhinolophus mitratus",27.55,-999,-999,-999,-999,-999,-999,"Rhinolophus_mitratus","2432656"
"3805","Rhinolophus monoceros",7.38,1,-999,-999,-999,-999,41.85,"Rhinolophus_monoceros","2432646"
"3806","Rhinolophus montanus",10.91,-999,-999,-999,-999,-999,-999,"Rhinolophus_montanus","4266843"
"3807","Rhinolophus nereis",13.65,-999,-999,-999,-999,-999,-999,"Rhinolophus_nereis","2432635"
"3808","Rhinolophus osgoodi",12.39,-999,-999,-999,-999,-999,-999,"Rhinolophus_osgoodi","2432615"
"3809","Rhinolophus paradoxolophus",8.17,1,-999,-999,-999,-999,-999,"Rhinolophus_paradoxolophus","2432671"
"3810","Rhinolophus pearsonii",11.55,-999,-999,-999,-999,-999,-999,"Rhinolophus_pearsonii","2432658"
"3811","Rhinolophus philippinensis",10.91,-999,-999,-999,-999,-999,-999,"Rhinolophus_philippinensis","2432649"
"3812","Rhinolophus pusillus",5,1,-999,-999,-999,-999,41.85,"Rhinolophus_pusillus","2432639"
"3813","Rhinolophus rex",32.62,-999,-999,-999,-999,-999,-999,"Rhinolophus_rex","2432619"
"3814","Rhinolophus robinsoni",8.54,-999,-999,-999,-999,-999,-999,"Rhinolophus_robinsoni","2432675"
"3815","Rhinolophus rouxii",12.25,0.99,1,5,451.11,123.54,59.42,"Rhinolophus_rouxii","2432664"
"3816","Rhinolophus ruwenzorii",30.69,0.98,-999,-999,-999,-999,-999,"Rhinolophus_ruwenzorii","4266796"
"3817","Rhinolophus sedulus",8.74,-999,-999,-999,-999,-999,-999,"Rhinolophus_sedulus","2432643"
"3818","Rhinolophus shameli",8.34,-999,-999,-999,-999,-999,-999,"Rhinolophus_shameli","2432623"
"3819","Rhinolophus shortridgei",5.46,1,-999,-999,-999,-999,-999,"Rhinolophus_shortridgei","4266768"
"3820","Rhinolophus siamensis",7.36,0.98,-999,-999,-999,-999,-999,"Rhinolophus_siamensis","4266763"
"3821","Rhinolophus silvestris",21.23,-999,-999,-999,-999,-999,-999,"Rhinolophus_silvestris","2432612"
"3822","Rhinolophus simulator",8.13,0.99,-999,-999,-999,91.24,-999,"Rhinolophus_simulator","2432657"
"3823","Rhinolophus sinicus",10.255,0.99,1,5,451.11,123.54,59.42,"Rhinolophus_sinicus","7261959"
"3824","Rhinolophus stheno",7.92,0.99,1,-999,-999,-999,-999,"Rhinolophus_stheno","2432636"
"3825","Rhinolophus subbadius",5.86,-999,-999,-999,-999,-999,-999,"Rhinolophus_subbadius","2432625"
"3826","Rhinolophus subrufus",24.25,-999,-999,-999,-999,-999,-999,"Rhinolophus_subrufus","2432616"
"3827","Rhinolophus swinnyi",6.3,0.99,1,20,-999,91.24,-999,"Rhinolophus_swinnyi","2432672"
"3828","Rhinolophus thomasi",8.26,-999,-999,-999,-999,-999,-999,"Rhinolophus_thomasi","2432660"
"3829","Rhinolophus trifoliatus",15.16,1,-999,-999,365.25,-999,-999,"Rhinolophus_trifoliatus","2432650"
"3830","Rhinolophus virgo",6.06,-999,-999,-999,-999,-999,-999,"Rhinolophus_virgo","2432640"
"3831","Rhinolophus yunanensis",19.33,-999,-999,-999,-999,-999,-999,"Rhinolophus_yunanensis","2432629"
"3832","Rhinonicteris aurantia",8.3,1,1,-999,451.11,148.4,59.99,"Rhinonicteris_aurantia","2432738"
"3833","Rhinophylla alethina",6.91,-999,-999,-999,-999,-999,-999,"Rhinophylla_alethina","5218758"
"3834","Rhinophylla fischerae",9.55,0.98,-999,-999,-999,-999,-999,"Rhinophylla_fischerae","5218757"
"3835","Rhinophylla pumilio",9.54,0.99,1,-999,-999,-999,-999,"Rhinophylla_pumilio","5218759"
"3836","Rhinopithecus avunculus",9043.095,1,-999,-999,-999,200,-999,"Rhinopithecus_avunculus","4267009"
"3837","Rhinopithecus bieti",14750,-999,-999,22.07083333,755.15,170,-999,"Rhinopithecus_bieti","4267007"
"3838","Rhinopithecus brelichi",14500,1,-999,23.79166667,-999,199.67,-999,"Rhinopithecus_brelichi","4267005"
