,Plot,Plot2,Major_taxa,Order,Species,Mass_g,Productivity_g_yr,Trophic,Group,rmax
454,1,9,Mammal,Xenarthra,Myrmecophaga tridactyla,28661.57157,10031.55005,Omnivore,Eutherian,0.35
1676,1,9,Mammal,Xenarthra,Priodontes maximus,44647.79341,26342.19811,Omnivore,Eutherian,0.59
1677,1,9,Mammal,Xenarthra,Tamandua mexicana,6150,861,Omnivore,Eutherian,0.14
6681,1,9,Mammal,Xenarthra,Tamandua tetradactyla,4314.197273,2070.814691,Omnivore,Eutherian,0.48
6811,1,9,Mammal,Xenarthra,Tolypeutes matacus,1114.037987,479.0363344,Omnivore,Eutherian,0.43
1682,2,3,Protist,Acanthoecida,Stephanoeca diplocostata,7.5e-11,3.48e-08,,Protist,464
1683,2,3,Protist,Acanthopodida,Acanthamoeba polyphaga,1.31e-09,2.32e-06,,Protist,1770.992366
1684,2,3,Protist,Arcellinida,Arcella vulgaris,2.72e-07,4.67e-05,,Protist,171.6911765
1685,2,3,Protist,Bicosoecida,Caecitellus parvulus,4.8e-11,3.33e-08,,Protist,693.75
1686,2,3,Protist,Bicosoecida,Cafeteria roenbergensis,1.48e-10,6.86e-08,,Protist,463.5135135
1687,2,3,Protist,Bicosoecida,Pseudobodo tremulans,9e-11,1.02e-07,,Protist,1133.333333
1688,2,3,Protist,Blastodiniales,Pfiesteria piscicida,2.5e-10,5.57e-08,,Protist,222.8
1689,2,3,Protist,Bodonida,Bodo designis,5.4e-11,7.57e-08,,Protist,1401.851852
1690,2,3,Protist,Bodonida,Bodo saliens,9e-11,2.63e-08,,Protist,292.2222222
1691,2,3,Protist,Bodonida,Bodo saltans,7.4e-11,1.3e-07,,Protist,1756.756757
1692,2,3,Protist,Bursariomorphida,Bursaridium difficile,1.52e-07,4.7158e-05,,Protist,310.25
1693,2,3,Protist,Chlamydodontida,Chilodonella uncinata,6.17e-09,4.32e-06,,Protist,700.1620746
1694,2,3,Protist,Choanoflagellida,Monosiga ovata,6.2e-11,3.96e-08,,Protist,638.7096774
1695,2,3,Protist,Choanoflagellida,Monosiga sp,2e-11,2.1e-08,,Protist,1050
1696,2,3,Protist,Choreotrichida,Lohmanniella spiralis,1.5e-07,0.000114428,,Protist,762.8533333
1697,2,3,Protist,Choreotrichida,Rimostrombidium caudatum,4.2e-08,1.43e-05,,Protist,340.4761905
1698,2,3,Protist,Choreotrichida,Rimostrombidium veniliae,4.2e-08,2.47e-05,,Protist,588.0952381
1699,2,3,Protist,Choreotrichida,Strobilidium gyrans,4.2e-08,1.33e-05,,Protist,316.6666667
1700,2,3,Protist,Choreotrichida,Strobilidium lacustris,1.13e-07,6.43e-05,,Protist,569.0265487
1701,2,3,Protist,Choreotrichida,Strobilidium neptuni,1.1e-07,8.39e-05,,Protist,762.7272727
1702,2,3,Protist,Choreotrichida,Strobilidium veniliae,1.96e-08,7.23e-06,,Protist,368.877551
1703,2,3,Protist,Choreotrichida,Strombidinopsis acuminatum,1.4e-07,7.1029e-05,,Protist,507.35
1704,2,3,Protist,Choreotrichida,Strombidinopsis sp.,1.4e-07,4.8545e-05,,Protist,346.75
1705,2,3,Protist,Chromulinales,Ochromonas sp.,1.56e-10,2.46e-07,,Protist,1576.923077
1706,2,3,Protist,Chromulinales,Paraphysomonas bandaiensis,7e-11,3.63e-08,,Protist,518.5714286
506,2,3,Protist,Chromulinales,Paraphysomonas imperforata,2.6e-10,5.69e-07,,Stramenopiles,2188.461538
1713,2,3,Protist,Chromulinales,Paraphysomonas imperforata (arctic),2.74e-10,5.2e-07,,Stramenopiles,1897.810219
1714,2,3,Protist,Chromulinales,Paraphysomonas imperforata (newfoundland),2.04e-10,3.09e-07,,Stramenopiles,1514.705882
1715,2,3,Protist,Chromulinales,Paraphysomonas sp.,1.8e-10,4.26e-07,,Protist,2366.666667
1716,2,3,Protist,Chromulinales,Paraphysomonas vestita,2.9e-10,5.33e-07,,Protist,1837.931034
1717,2,3,Protist,Chromulinales,Spumella sp.,6.3e-11,1.1e-07,,Protist,1746.031746
1718,2,3,Protist,Dactylopodida,Dactylamoeba sp.,2.59e-09,4.63e-07,,Protist,178.7644788
1719,2,3,Protist,Dactylopodida,Mayorella sp.,5.58e-09,2.75e-06,,Protist,492.8315412
1720,2,3,Protist,Dactylopodida,Vexillifera bacillipedes,3.15e-10,3.32e-07,,Protist,1053.968254
1721,2,3,Protist,Euplotida,Aspidisca angulata,3.8e-09,5.13e-06,,Protist,1350
1722,2,3,Protist,Euplotida,Aspidisca sp,7.1e-09,2.54e-06,,Protist,357.7464789
1723,2,3,Protist,Euplotida,Diophrys scutum,1.49e-07,5.06e-05,,Protist,339.5973154
1724,2,3,Protist,Euplotida,Euplotes antarcticus,2.6e-07,9.7747e-05,,Protist,375.95
1725,2,3,Protist,Euplotida,Euplotes balteatus,1.2e-08,1.59e-05,,Protist,1325
1726,2,3,Protist,Euplotida,Euplotes crassus,1.39e-07,9.94e-05,,Protist,715.1079137
1727,2,3,Protist,Euplotida,Euplotes eurystomus,2.6e-07,4.2705e-05,,Protist,164.25
1728,2,3,Protist,Euplotida,Euplotes focardii,2.6e-07,8.8257e-05,,Protist,339.45
1729,2,3,Protist,Euplotida,Euplotes harpa,1.96e-07,3.29e-05,,Protist,167.8571429
1730,2,3,Protist,Euplotida,Euplotes minuta,8.3e-08,7e-05,,Protist,843.373494
1731,2,3,Protist,Euplotida,Euplotes sp.,2.6e-07,4.8399e-05,,Protist,186.15
1732,2,3,Protist,Euplotida,Euplotes trisulcatus,9.97e-08,1.9287e-05,,Protist,193.4503511
1733,2,3,Protist,Euplotida,Euplotes vannus,1.9e-07,0.000120669,,Protist,635.1
1734,2,3,Protist,Euplotida,Euplotes woodruffii,2.6e-07,6.3583e-05,,Protist,244.55
2982,2,3,Protist,Gonyaulacales,Gonyaulax tamarensis,1.34e-08,2.98e-06,,Protist,222.3880597
1739,2,3,Protist,Gymnodiniales,Amphidinium sp.,2.6e-09,8.07e-07,,Protist,310.3846154
1740,2,3,Protist,Gymnodiniales,Gymnodinium sp.,1.68e-10,1.01e-07,,Protist,601.1904762
1741,2,3,Protist,Gymnodiniales,Gyrodinium dominans,2.51e-08,1.53e-05,,Protist,609.561753
1742,2,3,Protist,Gymnodiniales,Gyrodinium fusiforme,2.4e-08,7.36e-06,,Protist,306.6666667
1743,2,3,Protist,Gymnodiniales,Katodinium glaucum,2.4e-08,2.45e-06,,Protist,102.0833333
1744,2,3,Protist,Halteriida,Halteria sp.,1.06e-08,5.3e-06,,Protist,500
1745,2,3,Protist,Haptorida,Lacrymaria marina,5.7e-09,1.35e-06,,Protist,236.8421053
1746,2,3,Protist,Heterotrichida,Condylostoma arenarium,1.76e-06,0.000250536,,Protist,142.35
1747,2,3,Protist,Heterotrichida,Condylostoma patulum,5.48e-07,7.4e-05,,Protist,135.0364964
1748,2,3,Protist,Heterotrichida,Fabrea salina,1.02e-06,0.000264333,,Protist,259.15
1749,2,3,Protist,Heterotrichida,Spirostomum teres,2.15e-07,2.12e-05,,Protist,98.60465116
1750,2,3,Protist,Heterotrichida,Stentor polymorphus,1.85e-06,0.0002701,,Protist,146
1751,2,3,Protist,Himatismenida,Cochliopodium minus,3.25e-09,1.898e-06,,Protist,584
1752,2,3,Protist,Hymenostomatida,Hymenostome ciliate,1.9e-08,2.95e-05,,Protist,1552.631579
1753,2,3,Protist,Hymenostomatida,Tetrahymena pyriformis,8.59e-09,6.43e-06,,Protist,748.5448196
1754,2,3,Protist,Hymenostomatida,Tetryhymena pyriformis,1.93e-08,2.71e-05,,Protist,1404.145078
1755,2,3,Protist,Jakobida,Jakoba libera,3.5e-11,7.92e-09,,Protist,226.2857143
1756,2,3,Protist,Leptomyxida,Paraflabellula reniformis,4.51e-10,2.3e-07,,Protist,509.9778271
1757,2,3,Protist,Leptomyxida,Rhizamoeba sp.,1.8e-10,3.88e-08,,Protist,215.5555556
1758,2,3,Protist,Pedinellales,Actinomonas mirabilis,7.5e-11,1.58e-07,,Protist,2106.666667
1759,2,3,Protist,Pedinellales,Pteridomonas danica,4.8e-11,5.29e-08,,Protist,1102.083333
1760,2,3,Protist,Peranemida,Entosiphon sulcatum,1.08e-09,1.23e-06,,Protist,1138.888889
1761,2,3,Protist,Philasterida,Loxocephalus plagius,3.31e-08,1.4377e-05,,Protist,434.3504532
1762,2,3,Protist,Philasterida,Paratetrahymena wassi,2.6e-08,8.16e-06,,Protist,313.8461538
1763,2,3,Protist,Philasterida,Parauronema acutum,3.64e-09,4.11e-06,,Protist,1129.120879
1764,2,3,Protist,Philasterida,Uronema elegans,7.21e-09,7e-06,,Protist,970.8737864
1765,2,3,Protist,Philasterida,Uronema marina,4.5e-10,1.12e-06,,Protist,2488.888889
1766,2,3,Protist,Philasterida,Uronema marinum,3.59e-09,9.28e-06,,Protist,2584.958217
1767,2,3,Protist,Philasterida,Uronema nigricans,3.6e-09,5.02e-06,,Protist,1394.444444
1768,2,3,Protist,Philasterida,Uronema sp.,3.24e-09,4.49e-06,,Protist,1385.802469
1769,2,3,Protist,Pleuronematida,Cyclidium glaucoma,2.44e-09,2.11e-06,,Protist,864.7540984
1770,2,3,Protist,Pleuronematida,Cyclidium sp.,8.87e-10,1.24e-06,,Protist,1397.970688
1771,2,3,Protist,Pleuronematida,Scuticociliate ,3.7e-09,1.12e-05,,Protist,3027.027027
1772,2,3,Protist,Pleurostomatida,Litonotus lamella,5.7e-09,2.93e-06,,Protist,514.0350877
1773,2,3,Protist,Prorodontida,Balanion comatum,2.3e-09,3.358e-06,,Protist,1460
1774,2,3,Protist,Prorodontida,Balanion planctonicum,2.26e-09,2.13e-06,,Protist,942.4778761
1775,2,3,Protist,Prorodontida,Urotricha castalia,9.75e-09,4.56e-06,,Protist,467.6923077
1776,2,3,Protist,Prorodontida,Urotricha farcta,6.82e-09,8.94e-06,,Protist,1310.85044
1777,2,3,Protist,Prorodontida,Urotricha furcata,9.05e-09,5.58e-06,,Protist,616.5745856
1778,2,3,Protist,Prostomatida,Pseudobalanion planctonicum,1.8e-09,1.4e-06,,Protist,777.7777778
1779,2,3,Protist,Schizopyrenida,Vahlkampfia baltica,3.78e-10,1.49e-07,,Protist,394.1798942
1780,2,3,Protist,Schizopyrenida,Vahlkampfia damariscottae,8.75e-11,6e-08,,Protist,685.7142857
1781,2,3,Protist,Sessilida,Vorticella microstoma,2.15e-08,2.0482e-05,,Protist,952.6511628
1782,2,3,Protist,Sessilida,Vorticella similis,2.4e-08,1.98e-05,,Protist,825
1783,2,3,Protist,Stereomyxida,Stereomyxa ramosa,8.57e-10,1.85e-07,,Protist,215.8693116
1784,2,3,Protist,Stichotrichida,Keronopsis rubra,7.11e-08,1.32e-05,,Protist,185.6540084
1785,2,3,Protist,Strombidiida,Pelagostrombidium fallax,5e-08,1.5695e-05,,Protist,313.9
1786,2,3,Protist,Strombidiida,Strombidium capitatum,6.41e-08,2.71e-05,,Protist,422.7769111
1787,2,3,Protist,Strombidiida,Strombidium reticulatum,4e-08,2.4674e-05,,Protist,616.85
1788,2,3,Protist,Strombidiida,Strombidium sp.,2.5e-08,7.39e-06,,Protist,295.6
1789,2,3,Protist,Strombidiida,Strombidium sulcatum,7.01e-09,6.14e-06,,Protist,875.8915835
1790,2,3,Protist,Syndiniales,Oxyrrhis marina,1.4e-09,6.75e-07,,Protist,482.1428571
1791,2,3,Protist,Tetrahymenida,Colpidium campylum,2.15e-08,1.04e-05,,Protist,483.7209302
6331,2,3,Protist,Thalassiosirales,Skeletonema costatum,1.61e-10,2.37e-07,,Protist,1472.049689
1797,2,3,Protist,Tintinnida,Favella azorica,1.02e-07,8.9352e-05,,Protist,876
1798,2,3,Protist,Tintinnida,Favella ehrenbergii,1.02e-07,2.94e-05,,Protist,288.2352941
1799,2,3,Protist,Tintinnida,Favella sp.,1.02e-07,5.77e-05,,Protist,565.6862745
1800,2,3,Protist,Tintinnida,Favella taraikaensis,1.02e-07,9.6798e-05,,Protist,949
1801,2,3,Protist,Tubulinida,Amoeba ,7.2e-11,8.91e-08,,Protist,1237.5
1802,2,3,Protist,Tubulinida,Amoeba algonquinensis,8.6e-09,1.79e-06,,Protist,208.1395349
1803,2,3,Protist,Tubulinida,Metachaos sp.,1.15e-08,5.16e-06,,Protist,448.6956522
1804,2,3,Protist,Tubulinida,Saccamoeba limax,4.79e-09,3.85e-06,,Protist,803.7578288
1805,2,3,Protist,Unknown,Glaseria mira,4.17e-10,5.56e-07,,Protist,1333.333333
1806,2,3,Protist,Unknown,Monas sp.,3.4e-11,4.54e-08,,Protist,1335.294118
1807,2,3,Protist,Unknown,Olisthodiscus luteus,1.15e-09,3.4e-07,,Protist,295.6521739
1808,2,3,Protist,Unknown,Unidentified chrysomonad,1.8e-10,1.93e-07,,Protist,1072.222222
1809,2,3,Protist,Unknown,Unidentified kinetoplastid,9e-11,2.2e-08,,Protist,244.4444444
1810,2,3,Protist,Urocentrida,Paramecium aurelia,2.33e-07,8.16e-05,,Protist,350.2145923
1811,2,3,Protist,Urocentrida,Paramecium bursaria,2.18e-07,6.52e-05,,Protist,299.0825688
1812,2,3,Protist,Urostylida,Holosticha sp,1.17e-07,3.63e-05,,Protist,310.2564103
1813,2,3,Protist,Vannellida,Clydonella rosenfieldi,4.66e-10,2.28e-07,,Protist,489.2703863
1814,2,3,Protist,Vannellida,Platyamoeba australis,2.41e-10,1.71e-07,,Protist,709.5435685
1815,2,3,Protist,Vannellida,Platyamoeba sp,3.53e-11,2.45e-08,,Protist,694.0509915
1816,2,3,Protist,Vannellida,Vannella caledonica,4.02e-10,2.36e-07,,Protist,587.0646766
7121,2,3,Protist,Vannellida,Vannella sp.,7.9e-09,4.33e-06,,Protist,548.1012658
1819,3,4,Plant,Ericales,Camellia sinensis,5303.733977,1569.756641,,Broadleaf,0.295971979
1820,3,4,Plant,Fabales,Acacia dealbata,12946.63573,4825.986079,,Broadleaf,0.372759857
1821,3,4,Plant,Fabales,Acacia dealbata,27946.76806,10551.3308,,Broadleaf,0.37755102
1822,3,4,Plant,Fabales,Acacia mollissima,5625,2000,,Broadleaf,0.355555556
1823,3,4,Plant,Fabales,Acacia mollissima,12608.69565,6260.869565,,Broadleaf,0.496551724
1824,3,4,Plant,Fabales,Acacia mollissima,16904.96215,4962.15307,,Broadleaf,0.293532338
1825,3,4,Plant,Fabales,Acacia mollissima,20529.41176,5745.098039,,Broadleaf,0.279847182
1826,3,4,Plant,Fabales,Acacia mollissima,25021.64502,7878.787879,,Broadleaf,0.314878893
1827,3,4,Plant,Fabales,Acacia mollissima,32857.14286,8412.698413,,Broadleaf,0.256038647
1828,3,4,Plant,Fagales,Betula pubescens,25534.88372,962.790698,,Broadleaf,0.037704918
1829,3,4,Plant,Fagales,Fagus crenata,49360.07641,3113.658071,,Broadleaf,0.063080495
1830,3,4,Plant,Fagales,Fagus crenata,104807.3524,6504.065041,,Broadleaf,0.062057336
1831,3,4,Plant,Fagales,Fagus crenata,124839.8902,8325.709058,,Broadleaf,0.066691096
1832,3,4,Plant,Fagales,Fagus crenata,276114.2857,4948.571429,,Broadleaf,0.017922185
1833,3,4,Plant,Fagales,Fagus crenata,310677.9661,6898.305085,,Broadleaf,0.022204037
1834,3,4,Plant,Fagales,Fagus crenata,314146.3415,9195.121951,,Broadleaf,0.029270186
1835,3,4,Plant,Fagales,Fagus crenata,347428.5714,6380.952381,,Broadleaf,0.018366228
1836,3,4,Plant,Fagales,Fagus crenata,388888.8889,10892.01878,,Broadleaf,0.028008048
1837,3,4,Plant,Fagales,Fagus crenata,434834.1232,14786.72986,,Broadleaf,0.03400545
1838,3,4,Plant,Fagales,Fagus crenata,454777.0701,11681.52866,,Broadleaf,0.025686275
1839,3,4,Plant,Fagales,Fagus crenata,582913.1653,11008.40336,,Broadleaf,0.018885151
1840,3,4,Plant,Fagales,Fagus crenata,614264.7059,11176.47059,,Broadleaf,0.018194877
1841,3,4,Plant,Fagales,Fagus crenata,834680.8511,19425.53191,,Broadleaf,0.023273005
1842,3,4,Plant,Fagales,Fagus crenata,886133.3333,17146.66667,,Broadleaf,0.019349985
1843,3,4,Plant,Fagales,Fagus crenata,934750,25150,,Broadleaf,0.02690559
1844,3,4,Plant,Fagales,Fagus crenata,1092643.052,27520.43597,,Broadleaf,0.025187032
1845,3,4,Plant,Fagales,Fagus crenata,1133027.523,20152.9052,,Broadleaf,0.017786775
1846,3,4,Plant,Fagales,Fagus crenata,1230898.876,29157.30337,,Broadleaf,0.023687814
1847,3,4,Plant,Fagales,Fagus crenata,1351713.396,36697.81931,,Broadleaf,0.027149113
1848,3,4,Plant,Fagales,Fagus crenata,1449826.99,34325.25952,,Broadleaf,0.023675418
1849,3,4,Plant,Fagales,Fagus crenata,1767659.574,34468.08511,,Broadleaf,0.019499278
1850,3,4,Plant,Fagales,Fagus grandifolia,49958.67769,3607.438017,,Broadleaf,0.072208437
1851,3,4,Plant,Fagales,Fagus grandifolia,137596.8992,9279.069767,,Broadleaf,0.06743662
1852,3,4,Plant,Fagales,Fagus grandifolia,146511.6279,10046.51163,,Broadleaf,0.068571429
1853,3,4,Plant,Fagales,Fagus sylvatica,49116.0221,3613.259669,,Broadleaf,0.073565804
1854,3,4,Plant,Fagales,Fagus sylvatica,152016.8067,8613.445378,,Broadleaf,0.056661139
1855,3,4,Plant,Fagales,Fagus sylvatica,625000,38437.5,,Broadleaf,0.0615
1856,3,4,Plant,Fagales,Fagus sylvatica,978571.4286,25742.85714,,Broadleaf,0.026306569
1857,3,4,Plant,Fagales,Fagus sylvatica,1251028.807,47489.71193,,Broadleaf,0.037960526
1858,3,4,Plant,Fagales,Fagus sylvatica,1556666.667,67083.33333,,Broadleaf,0.043094218
1859,3,4,Plant,Fagales,Fagus sylvatica,1588888.889,100555.5556,,Broadleaf,0.063286713
1860,3,4,Plant,Fagales,Fagus sylvatica,2141578.947,66473.68421,,Broadleaf,0.031039567
1861,3,4,Plant,Fagales,Fagus sylvatica,2789375,72375,,Broadleaf,0.025946673
1862,3,4,Plant,Fagales,Quercus alba,781753.5545,47890.99526,,Broadleaf,0.061260988
1863,3,4,Plant,Fagales,Quercus coccinea,51402.37325,5577.130529,,Broadleaf,0.108499475
1864,3,4,Plant,Fagales,Quercus petraea,1809815.951,80000,,Broadleaf,0.04420339
1865,3,4,Plant,Fagales,Quercus petraea,559478.673,20308.05687,,Broadleaf,0.036298179
1866,3,4,Plant,Fagales,Quercus robur,99125.16824,9010.76716,,Broadleaf,0.090902919
1867,3,4,Plant,Fagales,Quercus robur,222129.4363,13006.26305,,Broadleaf,0.058552632
1868,3,4,Plant,Fagales,Quercus robur,3183783.784,109009.009,,Broadleaf,0.034238823
1869,3,4,Plant,Fagales,Quercus robur,889189.1892,48378.37838,,Broadleaf,0.054407295
1870,3,4,Plant,Lamiales,Tectona grandis,16766.59529,3725.910064,,Broadleaf,0.222222222
1871,3,4,Plant,Lamiales,Tectona grandis,37537.47323,9357.601713,,Broadleaf,0.249286937
1872,3,4,Plant,Malpighiales,Micranda spruceana,24287.23404,291.489362,,Broadleaf,0.012001752
1873,3,4,Plant,Malpighiales,Micranda spruceana,35422.68041,231.958763,,Broadleaf,0.006548312
1874,3,4,Plant,Malpighiales,Micranda spruceana,65321.42857,764.285714,,Broadleaf,0.011700383
1875,3,4,Plant,Malpighiales,Micranda spruceana,120919.3548,583.870968,,Broadleaf,0.004828598
1876,3,4,Plant,Malvales,Shorea robusta,341415.6627,21144.57831,,Broadleaf,0.061932069
1877,3,4,Plant,Myrtales,Anogeissus latifolia,82623.50937,10689.94889,,Broadleaf,0.129381443
1878,3,4,Plant,Myrtales,Anogeissus latifolia,88461.53846,11068.37607,,Broadleaf,0.125120773
1879,3,4,Plant,Myrtales,Eucalyptus signata,245151.5152,41848.48485,,Broadleaf,0.170704574
1880,3,4,Plant,Pinales,Abies amabilis,667.873303,66.78733,,Needleleaf,0.1
1881,3,4,Plant,Pinales,Abies amabilis,1143725.49,7941.176471,,Needleleaf,0.006943254
1882,3,4,Plant,Pinales,Abies veitchii,1.69,0.84,,Needleleaf,0.49704142
1883,3,4,Plant,Pinales,Abies veitchii,415.873016,136.507937,,Needleleaf,0.328244276
1884,3,4,Plant,Pinales,Abies veitchii,4374.358974,953.846154,,Needleleaf,0.218053927
1885,3,4,Plant,Pinales,Abies veitchii,7558.235586,1206.013547,,Needleleaf,0.159562842
1886,3,4,Plant,Pinales,Abies veitchii,18391.75258,1731.958763,,Needleleaf,0.094170404
1887,3,4,Plant,Pinales,Abies veitchii,52438.3849,2910.330362,,Needleleaf,0.0555
1888,3,4,Plant,Pinales,Abies veitchii,52601.15607,9585.741811,,Needleleaf,0.182234432
1889,3,4,Plant,Pinales,Abies veitchii,55783.78378,2400,,Needleleaf,0.043023256
1890,3,4,Plant,Pinales,Abies veitchii,89713.74646,4561.182762,,Needleleaf,0.050841515
1891,3,4,Plant,Pinales,Abies veitchii,258305.6478,10631.22924,,Needleleaf,0.041157556
1892,3,4,Plant,Pinales,Chamaecyparis obtusa,31808,4928,,Needleleaf,0.154929577
1893,3,4,Plant,Pinales,Chamaecyparis obtusa,32925.61983,5157.024793,,Needleleaf,0.156626506
1894,3,4,Plant,Pinales,Chamaecyparis obtusa,34556.10358,5487.053021,,Needleleaf,0.158786797
1895,3,4,Plant,Pinales,Chamaecyparis obtusa,38384.61538,6153.846154,,Needleleaf,0.160320641
1896,3,4,Plant,Pinales,Chamaecyparis obtusa,52571.42857,4857.142857,,Needleleaf,0.092391304
1897,3,4,Plant,Pinales,Chamaecyparis obtusa,99117.38747,6575.463372,,Needleleaf,0.06634016
1898,3,4,Plant,Pinales,Chamaecyparis obtusa,103099.6662,6771.578445,,Needleleaf,0.065679926
1899,3,4,Plant,Pinales,Chamaecyparis obtusa,112506.407,7637.109175,,Needleleaf,0.067881549
1900,3,4,Plant,Pinales,Chamaecyparis obtusa,121734.2342,8502.252252,,Needleleaf,0.069842738
1901,3,4,Plant,Pinales,Chamaecyparis obtusa,186732.796,13143.21141,,Needleleaf,0.070385126
1902,3,4,Plant,Pinales,Chamaecyparis obtusa,196514.0123,13875.59809,,Needleleaf,0.070608696
1903,3,4,Plant,Pinales,Chamaecyparis obtusa,197236.3636,14109.09091,,Needleleaf,0.071533923
1904,3,4,Plant,Pinales,Chamaecyparis obtusa,203897.8495,14448.92473,,Needleleaf,0.070863546
1905,3,4,Plant,Pinales,Chamaecyparis obtusa,213826.6069,15246.63677,,Needleleaf,0.07130374
1906,3,4,Plant,Pinales,Chamaecyparis obtusa,260769.2308,13000,,Needleleaf,0.049852507
1907,3,4,Plant,Pinales,Chamaecyparis obtusa,96176.47059,4500,,Needleleaf,0.046788991
1908,3,4,Plant,Pinales,Cryptomeria japonica,241,72,,Needleleaf,0.298755187
1909,3,4,Plant,Pinales,Cryptomeria japonica,1825.192802,503.856041,,Needleleaf,0.276056338
1910,3,4,Plant,Pinales,Cryptomeria japonica,2246.478873,420.187793,,Needleleaf,0.187042842
1911,3,4,Plant,Pinales,Cryptomeria japonica,18260.72715,2669.505405,,Needleleaf,0.146188341
1912,3,4,Plant,Pinales,Cryptomeria japonica,20625,3089.285714,,Needleleaf,0.14978355
1913,3,4,Plant,Pinales,Cryptomeria japonica,22181.81818,2938.636364,,Needleleaf,0.132479508
1914,3,4,Plant,Pinales,Cryptomeria japonica,23932.92683,2917.682927,,Needleleaf,0.121910828
1915,3,4,Plant,Pinales,Cryptomeria japonica,26431.81818,4272.727273,,Needleleaf,0.161650903
1916,3,4,Plant,Pinales,Cryptomeria japonica,28475.60976,4542.682927,,Needleleaf,0.159528908
1917,3,4,Plant,Pinales,Cryptomeria japonica,38916.66667,6641.666667,,Needleleaf,0.170663812
1918,3,4,Plant,Pinales,Cryptomeria japonica,48666.66667,9833.333333,,Needleleaf,0.202054794
1919,3,4,Plant,Pinales,Cryptomeria japonica,52985.07463,3115.671642,,Needleleaf,0.058802817
1920,3,4,Plant,Pinales,Cryptomeria japonica,67611.33603,3554.65587,,Needleleaf,0.05257485
1921,3,4,Plant,Pinales,Cryptomeria japonica,85785.53616,5970.074813,,Needleleaf,0.069593023
1922,3,4,Plant,Pinales,Cryptomeria japonica,90116.27907,7046.511628,,Needleleaf,0.078193548
1923,3,4,Plant,Pinales,Cryptomeria japonica,113170.7317,4453.658537,,Needleleaf,0.039353448
1924,3,4,Plant,Pinales,Cryptomeria japonica,164122.1374,7190.839695,,Needleleaf,0.043813953
1925,3,4,Plant,Pinales,Cryptomeria japonica,178723.4043,8914.893617,,Needleleaf,0.049880952
1926,3,4,Plant,Pinales,Cryptomeria japonica,292025.8621,9579.741379,,Needleleaf,0.032804428
1927,3,4,Plant,Pinales,Cryptomeria japonica,354651.1628,12732.55814,,Needleleaf,0.035901639
1928,3,4,Plant,Pinales,Cupressus pygmaea,223.333333,23.2,,Needleleaf,0.103880597
1929,3,4,Plant,Pinales,Larix leptolepis,49919.35484,15725.80645,,Needleleaf,0.315024233
1930,3,4,Plant,Pinales,Larix leptoleptis,172554.1126,12649.35065,,Needleleaf,0.073306573
1931,3,4,Plant,Pinales,Picea abies,125704.698,6731.543624,,Needleleaf,0.053550454
1932,3,4,Plant,Pinales,Picea abies,220263.902,16540.99906,,Needleleaf,0.075096277
1933,3,4,Plant,Pinales,Picea abies,415909.0909,17954.54545,,Needleleaf,0.043169399
1934,3,4,Plant,Pinales,Picea abies,1026666.667,27733.33333,,Needleleaf,0.027012987
1935,3,4,Plant,Pinales,Picea rubens,23901.52352,495.694414,,Needleleaf,0.02073903
1936,3,4,Plant,Pinales,Picea rubens,45092.11719,1507.097554,,Needleleaf,0.033422639
1937,3,4,Plant,Pinales,Picea rubens,60634.18407,2412.993039,,Needleleaf,0.039795918
1938,3,4,Plant,Pinales,Picea rubens,184828.7113,3778.140294,,Needleleaf,0.020441306
1939,3,4,Plant,Pinales,Picea sitchensis,34817.91983,9214.042442,,Needleleaf,0.264635064
1940,3,4,Plant,Pinales,Pinus nigra,67298.5782,5270.14218,,Needleleaf,0.078309859
1941,3,4,Plant,Pinales,Pinus nigra,75402.8436,7957.345972,,Needleleaf,0.105531113
1942,3,4,Plant,Pinales,Pinus nigra,77535.54502,8848.341232,,Needleleaf,0.114119804
1943,3,4,Plant,Pinales,Pinus nigra,77677.72512,8729.85782,,Needleleaf,0.112385601
1944,3,4,Plant,Pinales,Pinus nigra,84619.04762,9014.285714,,Needleleaf,0.106527856
1945,3,4,Plant,Pinales,Pseudotsuga menziesii,2169124.424,123041.4747,,Needleleaf,0.056724028
1946,3,4,Plant,Pinales,Tsuga sieboldii,277393.0754,1330.617787,,Needleleaf,0.004796867
1947,3,4,Plant,Pinales,Tsuga sieboldii,1228000,10442.10526,,Needleleaf,0.008503343
1948,3,4,Plant,Poales,Sasa kurilensis,84.363636,58.181818,,Broadleaf,0.689655173
1949,3,4,Plant,Sapindales,Aesculus octandra,398620.6897,8827.586207,,Broadleaf,0.022145329
1950,3,4,Plant,Sapindales,Dacryodes klaineana,1973584.906,50905.66038,,Broadleaf,0.025793499
